Type,Construction_year,Living_area,LOT,Plot,Other,Insulation,Heating,Energy_label,Energy_consumption,inside_maintenance_state,Rooms,Bedrooms,Sanitation,kitchen,outside_maintenace_state,outside_state_painting,Graden,view,Balcony,Garage,number_of_times_shown,number_of_times_shown_yesterday
Woning,1892,79 m²,301 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,301,0
Bedrijfsruimte,1956,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159,5
Bedrijfsruimte,1956,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137,6
Benedenwoning,1899,175 m²,804 m³,-,Zwembad,-,Openhaard,-,-,-,4,3,-,-,-,-,Ja,-,-,Ja,40,0
Woon-/winkelpand,1899,132 m²,550 m³,-,Zwembad,-,Openhaard,-,-,-,4,2,-,-,-,-,Ja,-,-,-,31,0
Appartement,1930,68 m²,243 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,36,0
Dubbele bovenwoning,1928,95 m²,314 m³,-,-,-,Openhaard,-,-,-,4,3,-,-,-,-,-,-,Ja,-,42,0
Appartement,1005,56 m²,195 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,45,0
Eengezinswoning,1954,75 m²,266 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,91,1
Appartement,1906,90 m²,310 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,238,0
-,-,59 m²,180 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,179,0
Villa,1969,94 m²,301 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,264,2
Bovenwoning,1934,112 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,30,0
Appartement,1998,88 m²,262 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,24,0
Woning,1900,186 m²,700 m³,-,-,-,-,-,-,-,7,3,-,-,-,-,-,-,Ja,-,26,0
Woon-/winkelpand,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,234,3
Kantoorruimte,1905,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,872,7
Dubbele bovenwoning,-,,247 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,-,-,Ja,-,133,2
Woning,1910,74 m²,250 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,38,0
Appartement,1995,70 m²,205 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,35,0
Appartement,-,149 m²,450 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,57,0
Grachtenpand,1650,100 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,482,0
Bovenwoning,1930,170 m²,-,1.522 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,333,0
Boerderij,1970,70 m²,220 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,164,0
Woning,1884,63 m²,210 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,55,2
Woning,1922,99 m²,372 m³,474 m²,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,-,Ja,193,0
Appartement,1970,38 m²,124 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,654,0
Appartement,1984,82 m²,255 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,200,0
Studio,1901,55 m²,193 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,43,0
Benedenwoning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,44,0
Dubbele bovenwoning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,0
Bovenwoning,1906,221 m²,667 m³,-,-,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,-,Ja,216,0
-,2018,97 m²,315 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,26,0
Appartement,1968,100 m²,307 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,531,1
Appartement,2011,139 m²,440 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,117,0
Appartement,1989,72 m²,230 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,99,0
Bovenwoning,1898,126 m²,414 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,44,0
Appartement,1750,87 m²,319 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,263,0
-,1957,105 m²,250 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,-,-,448,2
-,1957,94 m²,223 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,-,-,503,1
Woning,1887,68 m²,229 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,67,2
Benedenwoning,2008,168 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,Ja,119,0
Benedenwoning,1885,185 m²,555 m³,-,Lift,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,310,0
Benedenwoning,1885,149 m²,447 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,284,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,195,2
Appartement,1893,45 m²,132 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,22,0
Appartement,1224,50 m²,400 m³,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,5.209,1
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,77,0
Studio,1914,44 m²,149 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,66,0
Appartement,-,127 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,57,0
Appartement,-,127 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,87,0
Appartement,2003,111 m²,360 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,107,0
Appartement,1985,65 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,167,3
Vrijstaande woning,1899,43 m²,-,43 m²,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,449,0
Appartement,2005,189 m²,-,-,Lift,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,470,0
Appartement,2011,,218 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,78,0
Woon-/winkelpand,1915,40 m²,155 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,56,1
-,2006,121 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121,1
Bovenwoning,1968,92 m²,240 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,99,2
Woning,1992,75 m²,229 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,55,2
Tussenwoning,2008,126 m²,495 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,Ja,39,0
Appartement,-,47 m²,165 m³,-,Lift,-,-,-,-,-,-,1,-,-,-,-,Ja,-,Ja,-,81,1
Appartement,1905,68 m²,204 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,27,0
Appartement,2009,,298 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,66,0
Woning,2011,123 m²,471 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,Ja,22,0
Appartement,1650,121 m²,397 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,Ja,-,41,0
Appartement,1936,56 m²,185 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,26,0
Woning,1896,105 m²,346 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,65,0
Appartement,1960,29 m²,95 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,626,5
Appartement,1984,70 m²,213 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,220,0
Woning,1941,60 m²,194 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,85,1
-,1989,63 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,0
Appartement,1970,97 m²,302 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,120,0
Woning,1934,89 m²,233 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,84,2
Appartement,1955,68 m²,200 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,59,3
Bovenwoning,1979,101 m²,326 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,132,0
Benedenwoning,-,54 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,110,0
Dubbele bovenwoning,1933,96 m²,308 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,77,0
Appartement,1935,52 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,204,0
Benedenwoning,1930,102 m²,616 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,877,1
Eengezinswoning,-,160 m²,364 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,-,-,54,0
Benedenwoning,1979,74 m²,235 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,233,0
Dubbele bovenwoning,1906,89 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,49,0
Woning,1905,223 m²,845 m³,-,-,-,Openhaard,-,-,-,7,3,-,-,-,-,Ja,-,-,-,64,0
Studio,1905,86 m²,268 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,116,0
Bovenwoning,1906,74 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,251,0
Woning,1927,53 m²,169 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,45,0
Eengezinswoning,1900,268 m²,782 m³,-,-,-,-,-,-,-,7,6,-,-,-,-,Ja,-,Ja,-,370,2
-,2001,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,244,2
Penthouse,-,163 m²,-,-,Lift,-,Openhaard,-,-,-,5,-,-,-,-,-,-,-,-,-,1.163,0
-,-,32 m²,109 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,Ja,-,258,5
Eengezinswoning,1931,116 m²,400 m³,-,Zwembad,-,-,-,-,-,4,-,-,-,-,-,Ja,-,Ja,-,80,0
Bovenwoning,1968,68 m²,240 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,124,0
Benedenwoning,1927,64 m²,213 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,65,0
Herenhuis,1906,139 m²,498 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,62,0
Woning,1907,133 m²,520 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,38,4
Appartement,1975,111 m²,341 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,293,0
Woon-/winkelpand,1984,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,185,0
Appartement,1923,55 m²,194 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,30,0
Appartement,1999,101 m²,296 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,27,0
Appartement,1930,49 m²,125 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,831,1
Bovenwoning,1906,39 m²,117 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,78,0
Woon-/winkelpand,2002,112 m²,348 m³,-,Lift,-,-,-,-,-,5,4,-,-,-,-,-,-,-,Ja,47,0
Appartement,-,72 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,89,0
Appartement,-,77 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,Ja,104,0
Appartement,-,56 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,104,0
Appartement,-,58 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,129,0
Appartement,-,62 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,96,0
Appartement,-,51 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,118,0
Appartement,-,50 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,147,0
Appartement,-,55 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,114,0
Appartement,-,56 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,113,0
Appartement,-,49 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,110,0
Appartement,-,55 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,130,0
Appartement,-,48 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,142,0
Appartement,-,42 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,167,0
Appartement,-,44 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,132,0
Appartement,1967,86 m²,264 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,280,0
Bovenwoning,-,30 m²,106 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,225,1
Grachtenpand,2017,690 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,Ja,2.423,8
Bovenwoning,1882,29 m²,122 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,Ja,-,653,0
Appartement,1984,54 m²,166 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,301,0
Appartement,1984,70 m²,214 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,211,0
Woning,-,232 m²,580 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,Ja,77,0
Bovenwoning,1930,84 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,Ja,-,102,0
Appartement,1991,167 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,Ja,106,0
Benedenwoning,1970,82 m²,240 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,164,0
Woon-/winkelpand,1992,61 m²,213 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,33,0
Bovenwoning,1911,78 m²,277 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,24,0
Benedenwoning,1906,45 m²,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,500,1
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,Ja,177,0
Bovenwoning,1893,52 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,77,0
Appartement,-,34 m²,-,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,149,1
Woon-/winkelpand,1925,51 m²,145 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,120,2
Bovenwoning,1935,50 m²,152 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,66,0
Maisonette,1992,93 m²,270 m³,93 m²,Lift,DubbelglasMuurDak,Centrale-verwarming,-,-,Goed,3,2,2e toilet,Moderne,Goed,Goed,-,WaterGroenvoorzieningen,Ja,-,906,1
Appartement,1888,43 m²,148 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,131,1
Penthouse,-,168 m²,438 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,206,0
Appartement,1963,122 m²,350 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,344,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,127,0
Woon-/winkelpand,2002,90 m²,296 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,71,0
Appartement,-,99 m²,297 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,296,1
Woning,1690,88 m²,400 m³,-,Lift,-,Openhaard,-,-,-,2,1,-,-,-,-,-,-,-,-,221,0
-,2011,123 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,91,0
Woning,1900,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,767,4
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102,0
Appartement,1957,96 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,Ja,21,0
Villa,1957,219 m²,-,-,Zwembad,-,-,-,-,-,9,-,-,-,-,-,Ja,-,Ja,Ja,78,0
Bovenwoning,1882,134 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,Ja,-,29,0
Appartement,1005,66 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,23,0
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,3
Dubbele bovenwoning,1931,224 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,Ja,-,351,0
-,-,42 m²,144 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,49,0
Bovenwoning,1928,80 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,1.318,0
Woning,-,194 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,Ja,-,312,0
Woning,1964,166 m²,418 m³,203 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,Ja,150,9
Appartement,2010,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,207,3
Appartement,2002,82 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,39,0
Woon-/winkelpand,1910,42 m²,120 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,95,2
Woning,1908,52 m²,172 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,226,0
Appartement,1955,114 m²,-,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,34,0
-,2008,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,431,2
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,96,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,98,0
-,2011,49 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,123,0
-,2011,49 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,108,0
Grachtenpand,1770,1.275 m²,5.100 m³,755 m²,Lift,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,-,1.112,3
Bedrijfsruimte,2018,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,291,3
Bovenwoning,-,85 m²,255 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,20,0
Appartement,1989,87 m²,273 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,454,0
Bovenwoning,2019,190 m²,494 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,260,0
-,2011,81 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,155,0
Dubbele bovenwoning,1931,154 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,371,0
Woning,1730,107 m²,300 m³,44 m²,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,9.039,0
Woning,1885,154 m²,527 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,147,0
Appartement,1900,52 m²,156 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,638,0
Appartement,1950,72 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,585,2
Grachtenpand,1005,118 m²,-,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,-,Ja,73,0
Bedrijfsruimte,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,80,0
Appartement,1930,49 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,53,0
Appartement,1995,72 m²,220 m³,-,-,-,Openhaard,-,-,-,3,2,-,-,-,-,-,-,Ja,-,52,0
Appartement,1899,55 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,0
Appartement,1920,150 m²,200 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,251,3
Appartement,1993,105 m²,327 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,96,0
Bovenwoning,1983,58 m²,-,-,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,Ja,-,81,0
Villa,1910,189 m²,502 m³,-,Lift,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,525,0
Bovenwoning,1906,58 m²,164 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,183,0
Bovenwoning,1974,58 m²,151 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,47,0
Appartement,1984,56 m²,155 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,86,2
Appartement,1904,79 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,8,0
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,Ja,115,0
Bovenwoning,1932,203 m²,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,Ja,-,336,1
Benedenwoning,1913,229 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,Ja,-,103,0
Bovenwoning,-,49 m²,147 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,41,1
Appartement,1925,72 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,61,2
Bovenwoning,1929,156 m²,435 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,107,0
-,2011,123 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,62,0
-,2011,123 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,75,0
-,2011,110 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,58,0
-,2011,110 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,72,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,70,0
-,2010,,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,40,4
Appartement,1005,61 m²,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,55,0
Bovenwoning,2003,88 m²,255 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,282,0
Woning,-,,-,17 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,1.082,1
-,2011,496 m²,1.490 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,249,0
-,2011,149 m²,450 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,81,0
Grachtenpand,1865,463 m²,-,180 m²,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,1.165,2
Appartement,1905,69 m²,384 m³,-,-,-,Openhaard,-,-,-,5,4,-,-,-,-,Ja,-,-,-,122,3
Woon-/winkelpand,2014,92 m²,287 m³,-,LiftZwembad,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,32,0
-,-,31 m²,101 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,Ja,-,393,2
Appartement,1887,,590 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,16,0
Grachtenpand,1005,197 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,86,4
Appartement,1974,49 m²,169 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,139,6
Woning,1994,103 m²,343 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,118,5
Woon-/winkelpand,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,38,1
Maisonette,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91,0
Woning,-,221 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,-,328,0
-,2011,241 m²,602 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,104,0
Studio,-,31 m²,78 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,382,3
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,73,0
Appartement,1930,75 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,18,0
Vrijstaande woning,1921,102 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,31,0
Appartement,1930,78 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,94,2
Appartement,1911,65 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,187,2
Appartement,1934,50 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,156,2
Appartement,1961,82 m²,-,-,Lift,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,133,1
Appartement,1965,67 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,94,1
Appartement,1985,50 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,117,4
Studio,1984,31 m²,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,Ja,-,128,5
Appartement,1962,74 m²,222 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,171,6
-,2011,198 m²,594 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,113,0
Bedrijfsruimte,1986,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,330,1
Woning,1886,136 m²,668 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,134,8
Woning,1914,146 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,0,0
Bovenwoning,1894,75 m²,198 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,172,0
Herenhuis,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,156,8
Vrijstaande woning,1837,,6.459 m³,-,LiftZwembad,-,-,-,-,-,18,10,-,-,-,-,Ja,-,-,Ja,4.585,1
Penthouse,2011,500 m²,1.500 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.495,6
Appartement,2000,97 m²,314 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,100,1
