Type,Construction_year,Living_area,LOT,Plot,Other,Insulation,Heating,Energy_label,Energy_consumption,inside_maintenance_state,Rooms,Bedrooms,Sanitation,kitchen,outside_maintenace_state,outside_state_painting,Graden,view,Balcony,Garage,number_of_times_shown,number_of_times_shown_yesterday
Appartement,1923,55 m²,194 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,65,1
Appartement,1999,101 m²,296 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,42,0
Woning,1927,53 m²,169 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,37,1
Dubbele bovenwoning,1932,200 m²,760 m³,-,-,-,-,-,-,-,8,7,-,-,-,-,-,-,Ja,-,36,0
Bovenwoning,1983,61 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,Ja,-,Ja,-,206,3
Bovenwoning,1968,68 m²,240 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,109,4
Benedenwoning,1927,64 m²,213 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,58,0
Bovenwoning,2002,119 m²,406 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,24,1
Appartement,1908,56 m²,186 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,54,0
Bovenwoning,1906,33 m²,113 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,53,0
Bovenwoning,1923,104 m²,290 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,31,1
Woning,1907,133 m²,520 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,29,1
Dubbele bovenwoning,1931,120 m²,384 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,30,0
Studio,1912,45 m²,151 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,43,0
Appartement,1999,81 m²,250 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,24,0
Appartement,1975,111 m²,341 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,269,0
Woon-/winkelpand,1984,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,175,1
Benedenwoning,-,115 m²,345 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,Ja,-,-,-,70,2
Woning,1962,54 m²,117 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,56,0
Bovenwoning,1882,29 m²,122 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,Ja,-,691,0
Grachtenpand,2017,690 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,Ja,2.338,3
Appartement,1930,49 m²,125 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,816,2
Woning,-,232 m²,580 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,Ja,74,0
Appartement,-,72 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,84,0
Appartement,-,77 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,Ja,100,0
Appartement,-,56 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,102,0
Appartement,-,58 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,123,0
Appartement,-,62 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,94,0
Appartement,-,51 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,116,0
Appartement,-,50 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,145,0
Appartement,-,55 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,112,0
Appartement,-,56 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,112,0
Appartement,-,49 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,110,0
Appartement,-,55 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,130,0
Appartement,-,48 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,141,0
Appartement,-,42 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,166,1
Garage,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,213,1
Garage,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,195,0
Appartement,1964,84 m²,252 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,56,0
Appartement,-,44 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,131,1
Appartement,1967,86 m²,264 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,263,5
Appartement,1935,57 m²,186 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,37,0
Appartement,2007,,265 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,103,1
Woning,1930,113 m²,312 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,52,0
Benedenwoning,1970,82 m²,240 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,259,2
Appartement,1984,54 m²,166 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,282,2
Vrijstaande woning,-,,640 m³,1.690 m²,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,-,104,6
Woon-/winkelpand,1929,51 m²,171 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,152,0
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,Ja,157,3
Bovenwoning,1911,78 m²,277 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,33,2
Benedenwoning,1906,45 m²,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,497,1
Appartement,1991,167 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,Ja,102,0
Maisonette,1992,93 m²,270 m³,93 m²,Lift,DubbelglasMuurDak,Centrale-verwarming,-,-,Goed,3,2,2e toilet,Moderne,Goed,Goed,-,WaterGroenvoorzieningen,Ja,-,879,1
Appartement,1963,122 m²,350 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,344,0
Woning,1983,91 m²,275 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,313,3
Penthouse,-,168 m²,438 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,198,0
Woning,1690,88 m²,400 m³,-,Lift,-,Openhaard,-,-,-,2,1,-,-,-,-,-,-,-,-,217,1
Appartement,-,99 m²,297 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,279,1
Appartement,-,34 m²,-,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,139,2
Woon-/winkelpand,1925,51 m²,145 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,111,1
Appartement,1962,110 m²,394 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,308,0
Appartement,1888,43 m²,148 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,120,2
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,122,2
Woon-/winkelpand,2002,90 m²,296 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,68,0
Woning,1903,70 m²,288 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,54,0
Bovenwoning,1968,93 m²,298 m³,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,127,2
Bovenwoning,1928,80 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,1.314,0
-,2011,123 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,89,0
Woning,1900,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,717,5
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,1
Appartement,1957,96 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,Ja,19,0
Bovenwoning,1882,134 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,Ja,-,23,1
Appartement,1005,66 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,21,0
Dubbele bovenwoning,1931,224 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,Ja,-,341,0
-,2008,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,423,1
-,-,42 m²,144 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,40,0
Woning,-,194 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,Ja,-,304,0
Woning,1964,166 m²,418 m³,203 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,Ja,90,2
Appartement,2010,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,182,3
Appartement,2002,82 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,32,0
Bovenwoning,2017,,385 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,-,274,2
Woon-/winkelpand,1910,42 m²,120 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,86,1
Appartement,2014,59 m²,191 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,307,2
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,0
Woning,1908,52 m²,172 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,222,1
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,95,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,98,0
-,2011,49 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,123,0
-,2011,49 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,108,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,156,1
Bovenwoning,2019,190 m²,494 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,255,0
Appartement,1989,87 m²,273 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,447,0
Woning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,0
Bedrijfsruimte,2018,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,249,2
Woning,1730,107 m²,300 m³,44 m²,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,9.036,1
-,2011,81 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,154,0
Dubbele bovenwoning,1931,154 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,367,0
-,-,173 m²,519 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,18,0
Woning,1885,154 m²,527 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,141,2
Appartement,1900,52 m²,156 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,631,0
Appartement,1950,72 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,567,3
Bovenwoning,1983,58 m²,-,-,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,Ja,-,214,2
Grachtenpand,1005,118 m²,-,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,-,Ja,70,1
Villa,1910,189 m²,502 m³,-,Lift,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,507,3
Bovenwoning,1974,58 m²,151 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,58,0
Appartement,1995,72 m²,220 m³,-,-,-,Openhaard,-,-,-,3,2,-,-,-,-,-,-,Ja,-,48,1
Bovenwoning,1906,58 m²,164 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177,0
Appartement,1920,150 m²,200 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,196,7
Bovenwoning,1932,203 m²,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,Ja,-,329,0
Benedenwoning,1913,229 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,Ja,-,133,2
Appartement,1934,68 m²,240 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,139,2
Bovenwoning,1929,156 m²,435 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,103,1
Grachtenpand,1865,463 m²,-,180 m²,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,1.154,0
Woning,-,,-,17 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,1.057,3
-,2011,123 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,61,0
-,2011,123 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,74,0
-,2011,110 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,54,0
-,2011,110 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,70,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,66,1
Appartement,1933,49 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,85,0
Woon-/winkelpand,2014,92 m²,287 m³,-,LiftZwembad,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,61,0
-,2010,,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,17,1
-,2011,496 m²,1.490 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,244,0
-,2011,149 m²,450 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,77,0
Bovenwoning,2010,98 m²,319 m³,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,250,4
Appartement,1876,31 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,Ja,954,2
Benedenwoning,1885,185 m²,555 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,303,3
Benedenwoning,1885,149 m²,447 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,277,2
Appartement,1901,47 m²,155 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,740,0
Appartement,1887,,590 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,13,1
Woning,1914,146 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,23,1
Grachtenpand,1005,197 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,39,1
Appartement,1974,49 m²,169 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,96,1
Woning,1994,103 m²,343 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,72,3
Woon-/winkelpand,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,30,0
Maisonette,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,0
Appartement,-,,245 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,47,0
Woning,-,221 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,-,325,1
-,2011,241 m²,602 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,102,0
Appartement,1939,64 m²,243 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,1.043,0
Herenhuis,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,129,1
Woning,1921,165 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,Ja,-,94,3
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,72,0
Hoekwoning,2006,102 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,130,3
Appartement,1005,50 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,140,3
Appartement,-,65 m²,227 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,Ja,-,-,-,13,0
Appartement,1930,78 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,71,3
Appartement,1911,65 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,159,9
Appartement,1934,50 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,126,4
Appartement,1961,82 m²,-,-,Lift,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,103,4
Appartement,1965,67 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,77,3
Appartement,1985,50 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,92,2
Studio,1984,31 m²,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,Ja,-,101,3
Penthouse,2011,500 m²,1.500 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.452,10
-,2011,198 m²,594 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,113,0
Appartement,1929,99 m²,285 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,1.341,3
Bedrijfsruimte,1986,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,307,2
Woning,1886,136 m²,668 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,78,9
Bovenwoning,1894,75 m²,198 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,152,3
Tussenwoning,1730,591 m²,1.850 m³,393 m²,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,-,-,3.339,5
Vrijstaande woning,1837,,6.459 m³,-,LiftZwembad,-,-,-,-,-,18,10,-,-,-,-,Ja,-,-,Ja,4.544,2
Vrijstaande woning,1965,215 m²,620 m³,1.038 m²,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,-,-,603,1
Appartement,-,65 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,165,1
Appartement,2000,97 m²,314 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,95,1
Woning,1005,100 m²,306 m³,-,-,-,-,-,-,-,5,2,-,-,-,-,-,-,-,-,24,1
Serviceflat,1923,411 m²,-,-,Lift,-,Openhaard,-,-,-,8,3,-,-,-,-,Ja,-,Ja,-,1.655,0
-,2011,232 m²,580 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,112,0
Benedenwoning,1931,1 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,48,0
Appartement,1964,34 m²,90 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,161,1
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,44,0
Appartement,-,77 m²,-,-,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,-,-,98,0
Penthouse,2008,197 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,Ja,387,0
Herenhuis,1906,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,694,1
Woning,1962,236 m²,-,198 m²,-,-,Openhaard,-,-,-,6,-,-,-,-,-,Ja,-,-,Ja,4.054,2
Woning,2005,148 m²,370 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,417,0
Bedrijfsruimte,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,121,1
Appartement,1997,103 m²,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,1
Dubbele bovenwoning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,100,0
Dubbele bovenwoning,1918,162 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,167,0
Benedenwoning,2014,73 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,713,0
Kantoorruimte,2003,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,257,0
Appartement,-,105 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,Ja,125,0
Appartement,1940,62 m²,215 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,135,4
-,2011,166 m²,415 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,89,0
-,2011,232 m²,580 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,84,0
-,2011,149 m²,390 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,70,0
Benedenwoning,1926,60 m²,414 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,56,0
Hoekwoning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,395,1
Herenhuis,-,211 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,Ja,109,1
Appartement,-,71 m²,207 m³,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,Ja,1.361,3
-,2011,148 m²,384 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,84,0
-,2011,107 m²,278 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,86,0
-,2011,107 m²,278 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,68,0
-,2011,99 m²,260 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,93,0
-,2011,99 m²,260 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,82,0
Appartement,1931,47 m²,160 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,150,7
Penthouse,2011,,324 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,27,0
Woon-/winkelpand,1906,,306 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,104,0
Appartement,1665,,266 m³,-,-,-,Openhaard,-,-,-,2,1,-,-,-,-,-,-,-,-,24,0
Bovenwoning,1928,134 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,46,1
Appartement,-,122 m²,439 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,33,0
Benedenwoning,1934,53 m²,179 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,135,1
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,0
Woning,1906,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,661,2
Grachtenpand,1005,1 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,54,0
Woning,1998,108 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,Ja,Ja,204,8
-,2011,149 m²,450 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,59,0
-,2011,99 m²,297 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,81,0
Woon-/winkelpand,2004,102 m²,360 m³,-,Lift,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,222,0
Appartement,1998,92 m²,300 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,212,2
Appartement,1964,68 m²,194 m³,-,-,-,Openhaard,-,-,-,3,1,-,-,-,-,-,-,Ja,-,106,0
-,1987,74 m²,225 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,43,0
Appartement,1879,103 m²,350 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,Ja,-,-,-,376,0
Woon-/winkelpand,2012,65 m²,207 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,125,0
Garage,-,,-,18 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.916,1
Appartement,1964,72 m²,241 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,326,0
Bedrijfsruimte,2018,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,348,5
Bovenwoning,1970,65 m²,205 m³,-,Lift,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,Ja,183,2
Appartement,1929,55 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,51,1
Appartement,-,89 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,249,0
-,2011,123 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,67,0
-,2011,110 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,57,0
-,2011,110 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,61,0
-,2011,110 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,59,0
-,2011,106 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,68,0
-,2011,106 m²,280 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,53,0
-,2011,106 m²,280 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,61,0
-,2011,80 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,87,0
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,332,1
Appartement,-,62 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,193,0
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,1
Appartement,1940,67 m²,190 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,Ja,-,203,5
Penthouse,-,192 m²,500 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,65,0
Woon-/winkelpand,-,,-,-,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,Ja,-,675,8
Woning,1988,78 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,183,0
Woning,-,258 m²,780 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,Ja,80,0
Appartement,1934,71 m²,209 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,154,1
Appartement,1912,70 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,194,3
-,2011,49 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,74,0
-,2011,49 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,117,0
Grachtenpand,1005,158 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,65,2
Appartement,1850,128 m²,-,128 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1.356,1
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,271,2
